State,County,WICS16,FID,FID
North Carolina,Gates,2,1500,1500
North Carolina,Graham,2,1502,1502
North Carolina,Granville,16,1503,1503
North Carolina,Greene,5,1505,1505
North Carolina,Guilford,106,1506,1506
North Carolina,Halifax,24,1508,1508
North Carolina,Harnett,22,1509,1509
North Carolina,Haywood,9,1512,1512
North Carolina,Henderson,17,1514,1514
North Carolina,Hertford,9,1515,1515
North Carolina,Hoke,9,1517,1517
North Carolina,Hyde,1,1521,1521
North Carolina,Iredell,35,1525,1525
North Carolina,Jackson,9,1528,1528
North Carolina,Johnston,34,1530,1530
North Carolina,Jones,4,1536,1536
North Carolina,Lee,14,1540,1540
North Carolina,Lenoir,13,1542,1542
North Carolina,Lincoln,13,1545,1545
North Carolina,McDowell,9,1554,1554
North Carolina,Macon,6,1556,1556
North Carolina,Madison,3,1560,1560
North Carolina,Martin,6,1563,1563
North Carolina,Mecklenburg,212,1565,1565
North Carolina,Mitchell,5,1568,1568
North Carolina,Montgomery,10,1573,1573
North Carolina,Moore,20,1584,1584
North Carolina,Nash,24,1588,1588
North Carolina,New Hanover,47,1602,1602
North Carolina,Northampton,6,1606,1606
North Carolina,Onslow,26,1625,1625
North Carolina,Orange,15,1630,1630
North Carolina,Pamlico,6,1703,1703
North Carolina,Pasquotank,7,1714,1714
North Carolina,Pender,15,1718,1718
North Carolina,Perquimans,1,1724,1724
North Carolina,Person,7,1729,1729
North Carolina,Pitt,37,1733,1733
North Carolina,Polk,4,1738,1738
North Carolina,Randolph,36,1741,1741
North Carolina,Richmond,12,1744,1744
North Carolina,Robeson,36,1747,1747
North Carolina,Rockingham,19,1751,1751
North Carolina,Rowan,18,1754,1754
North Carolina,Rutherford,12,1764,1764
North Carolina,Sampson,12,1769,1769
North Carolina,Scotland,6,1772,1772
North Carolina,Stanly,16,1775,1775
North Carolina,Stokes,11,1777,1777
North Carolina,Surry,22,1780,1780
North Carolina,Swain,5,1784,1784
North Carolina,Transylvania,5,1786,1786
North Carolina,Tyrrell,1,1794,1794
North Carolina,Union,45,1798,1798
North Carolina,Vance,10,1801,1801
North Carolina,Wake,180,1805,1805
North Carolina,Warren,3,1809,1809
North Carolina,Washington,5,1811,1811
North Carolina,Watauga,9,1813,1813
North Carolina,Wayne,26,1814,1814
North Carolina,Wilkes,13,1817,1817
North Carolina,Wilson,19,1819,1819
North Carolina,Yadkin,8,1821,1821
North Carolina,Yancey,3,1823,1823
North Dakota,Adams,1,1826,1826
North Dakota,Barnes,2,1828,1828
North Dakota,Benson,4,1831,1831
North Dakota,Billings,,1833,1833
North Dakota,Bottineau,3,1836,1836
North Dakota,Bowman,3,1838,1838
North Dakota,Burke,1,1841,1841
North Dakota,Burleigh,10,1844,1844
North Dakota,Cass,17,1848,1848
North Dakota,Cavalier,1,1849,1849
North Dakota,Dickey,2,2004,2004
North Dakota,Divide,1,2007,2007
North Dakota,Dunn,1,2013,2013
North Dakota,Eddy,1,2017,2017
North Dakota,Emmons,4,2021,2021
North Dakota,Foster,1,2026,2026
North Dakota,Golden Valley,2,2036,2036
North Dakota,Grand Forks,11,2043,2043
North Dakota,Grant,2,2051,2051
North Dakota,Griggs,3,2056,2056
North Dakota,Hettinger,3,2063,2063
North Dakota,Kidder,1,2068,2068
North Dakota,LaMoure,3,2074,2074
North Dakota,Logan,1,2078,2078
North Dakota,McHenry,3,2082,2082
North Dakota,McIntosh,3,2090,2090
North Dakota,McKenzie,4,2097,2097
North Dakota,McLean,3,2103,2103
North Dakota,Mercer,2,2107,2107
North Dakota,Morton,4,2114,2114
North Dakota,Mountrail,5,2119,2119
North Dakota,Nelson,6,2122,2122
North Dakota,Oliver,,2127,2127
North Dakota,Pembina,5,2131,2131
North Dakota,Pierce,1,2136,2136
North Dakota,Ramsey,4,2141,2141
North Dakota,Ransom,2,2147,2147
North Dakota,Renville,,2150,2150
North Dakota,Richland,5,2156,2156
North Dakota,Rolette,7,2161,2161
North Dakota,Sargent,3,2164,2164
North Dakota,Sheridan,1,2169,2169
North Dakota,Sioux,3,2175,2175
North Dakota,Slope,,2180,2180
North Dakota,Stark,7,2182,2182
North Dakota,Steele,2,2186,2186
North Dakota,Stutsman,4,2199,2199
North Dakota,Towner,1,2205,2205
North Dakota,Traill,3,2217,2217
North Dakota,Walsh,4,2225,2225
North Dakota,Ward,13,2233,2233
North Dakota,Wells,3,2237,2237
North Dakota,Williams,5,2244,2244
Ohio,Adams,9,2248,2248
Ohio,Allen,14,2250,2250
Ohio,Ashland,8,2254,2254
Ohio,Ashtabula,17,2259,2259
Ohio,Athens,9,2266,2266
Ohio,Auglaize,7,2273,2273
Ohio,Belmont,10,2278,2278
Ohio,Brown,10,2282,2282
Ohio,Butler,24,2286,2286
Ohio,Carroll,4,2289,2289
Ohio,Champaign,4,2291,2291
Ohio,Clark,16,2300,2300
Ohio,Clermont,15,2306,2306
Ohio,Clinton,7,2310,2310
Ohio,Columbiana,11,2315,2315
Ohio,Coshocton,5,2317,2317
Ohio,Crawford,6,2323,2323
Ohio,Cuyahoga,165,2332,2332
Ohio,Darke,8,2345,2345
Ohio,Defiance,6,2350,2350
Ohio,Delaware,18,2352,2352
Ohio,Erie,12,2357,2357
Ohio,Fairfield,14,2365,2365
Ohio,Fayette,6,2368,2368
Ohio,Franklin,132,2375,2375
Ohio,Fulton,5,2378,2378
Ohio,Gallia,5,2383,2383
Ohio,Geauga,13,2390,2390
Ohio,Greene,17,2393,2393
Ohio,Guernsey,5,2399,2399
Ohio,Hamilton,62,2411,2411
Ohio,Hancock,9,2427,2427
Ohio,Hardin,5,2432,2432
Ohio,Harrison,3,2440,2440
Ohio,Henry,4,2451,2451
Ohio,Highland,12,2457,2457
Ohio,Hocking,4,2461,2461
Ohio,Holmes,6,2464,2464
Ohio,Huron,10,2468,2468
Ohio,Jackson,6,2472,2472
Ohio,Jefferson,5,2476,2476
Ohio,Knox,7,2479,2479
Ohio,Lake,33,2493,2493
Ohio,Lawrence,9,2499,2499
Ohio,Licking,14,2504,2504
Ohio,Logan,7,2510,2510
Ohio,Lorain,41,2516,2516
Ohio,Lucas,43,2520,2520
Ohio,Madison,3,2529,2529
Ohio,Mahoning,26,2534,2534
Ohio,Marion,7,2541,2541
Ohio,Medina,24,2545,2545
Ohio,Meigs,3,2549,2549
Ohio,Mercer,8,2552,2552
Ohio,Miami,11,2558,2558
Ohio,Monroe,1,2565,2565
Ohio,Montgomery,50,2573,2573
Ohio,Morgan,3,2000,2000
Ohio,Morrow,4,2006,2006
Ohio,Muskingum,11,2010,2010
Ohio,Noble,2,2012,2012
Ohio,Ottawa,4,2019,2019
Ohio,Paulding,3,2024,2024
Ohio,Perry,7,2027,2027
Ohio,Pickaway,9,2031,2031
Ohio,Pike,9,2034,2034
Ohio,Portage,17,2038,2038
Ohio,Preble,5,2039,2039
Ohio,Putnam,2,2040,2040
Ohio,Richland,19,2042,2042
Ohio,Ross,11,2045,2045
Ohio,Sandusky,12,2047,2047
Ohio,Scioto,20,2048,2048
Ohio,Seneca,6,2049,2049
Ohio,Shelby,4,2052,2052
Ohio,Stark,47,2054,2054
Ohio,Summit,66,2057,2057
Ohio,Trumbull,27,2061,2061
Ohio,Tuscarawas,12,2065,2065
Ohio,Union,7,2067,2067
Ohio,Van Wert,4,2071,2071
Ohio,Vinton,2,2075,2075
Ohio,Warren,19,2076,2076
Ohio,Washington,10,2080,2080
Ohio,Wayne,13,2084,2084
Ohio,Williams,7,2087,2087
Ohio,Wood,9,2091,2091
Ohio,Wyandot,4,2093,2093
Oklahoma,Adair,5,2095,2095
Oklahoma,Alfalfa,1,2099,2099
Oklahoma,Atoka,3,2102,2102
Oklahoma,Beaver,1,2104,2104
Oklahoma,Beckham,5,2106,2106
Oklahoma,Blaine,4,2110,2110
Oklahoma,Bryan,5,2112,2112
Oklahoma,Caddo,7,2118,2118
Oklahoma,Canadian,10,2123,2123
Oklahoma,Carter,7,2126,2126
Oklahoma,Cherokee,4,2129,2129
Oklahoma,Choctaw,2,2133,2133
Oklahoma,Cimarron,1,2135,2135
Oklahoma,Cleveland,24,2140,2140
Oklahoma,Coal,1,2144,2144
Oklahoma,Comanche,12,2145,2145
Oklahoma,Cotton,1,2146,2146
Oklahoma,Craig,2,2148,2148
Oklahoma,Creek,8,2151,2151
Oklahoma,Custer,5,2153,2153
Oklahoma,Delaware,6,2154,2154
Oklahoma,Dewey,1,2158,2158
Oklahoma,Ellis,2,2165,2165
Oklahoma,Garfield,10,2167,2167
Oklahoma,Garvin,7,2176,2176
Oklahoma,Grady,6,2184,2184
Oklahoma,Grant,1,2187,2187
Oklahoma,Greer,1,2189,2189
Oklahoma,Harmon,1,2191,2191
Oklahoma,Harper,2,2193,2193
Oklahoma,Haskell,2,2195,2195
Oklahoma,Hughes,3,2197,2197
Oklahoma,Jackson,3,2202,2202
Oklahoma,Jefferson,3,2206,2206
Oklahoma,Johnston,1,2211,2211
Oklahoma,Kay,8,2215,2215
Oklahoma,Kingfisher,5,2219,2219
Oklahoma,Kiowa,3,2222,2222
Oklahoma,Latimer,1,2226,2226
Oklahoma,Le Flore,12,2230,2230
Oklahoma,Lincoln,7,2234,2234
Oklahoma,Logan,3,2236,2236
Oklahoma,Love,1,2238,2238
Oklahoma,McClain,4,2245,2245
Oklahoma,McCurtain,5,2252,2252
Oklahoma,McIntosh,5,2258,2258
Oklahoma,Major,2,2260,2260
Oklahoma,Marshall,3,2265,2265
Oklahoma,Mayes,7,2270,2270
Oklahoma,Murray,3,2276,2276
Oklahoma,Muskogee,10,2281,2281
Oklahoma,Noble,2,2287,2287
Oklahoma,Nowata,1,2290,2290
Oklahoma,Okfuskee,2,2297,2297
Oklahoma,Oklahoma,67,2303,2303
Oklahoma,Okmulgee,5,2311,2311
Oklahoma,Osage,6,2318,2318
Oklahoma,Ottawa,3,2325,2325
Oklahoma,Pawnee,3,2329,2329
Oklahoma,Payne,10,2340,2340
Oklahoma,Pittsburg,5,2344,2344
Oklahoma,Pontotoc,5,2351,2351
Oklahoma,Pottawatomie,8,2356,2356
Oklahoma,Pushmataha,5,2362,2362
Oklahoma,Roger Mills,1,2369,2369
Oklahoma,Rogers,8,2374,2374
Oklahoma,Seminole,6,2384,2384
Oklahoma,Sequoyah,6,2391,2391
Oklahoma,Stephens,5,2396,2396
Oklahoma,Texas,4,2003,2003
Oklahoma,Tillman,2,2005,2005
Oklahoma,Tulsa,62,2008,2008
Oklahoma,Wagoner,3,2014,2014
Oklahoma,Washington,6,2018,2018
Oklahoma,Washita,2,2023,2023
Oklahoma,Woods,3,2029,2029
Oklahoma,Woodward,4,2035,2035
Oregon,Baker,5,2044,2044
Oregon,Benton,10,2053,2053
Oregon,Clackamas,51,2058,2058
Oregon,Clatsop,7,2064,2064
Oregon,Columbia,7,2070,2070
Oregon,Coos,13,2083,2083
Oregon,Crook,3,2092,2092
Oregon,Curry,5,2098,2098
Oregon,Deschutes,26,2109,2109
Oregon,Douglas,19,2115,2115
Oregon,Gilliam,3,2121,2121
Oregon,Grant,2,2130,2130
Oregon,Harney,2,2134,2134
Oregon,Hood River,6,2138,2138
Oregon,Jackson,30,2139,2139
Oregon,Jefferson,3,2143,2143
Oregon,Josephine,13,2152,2152
Oregon,Klamath,8,2155,2155
Oregon,Lake,3,2159,2159
Oregon,Lane,51,2170,2170
Oregon,Lincoln,15,2174,2174
Oregon,Linn,16,2181,2181
Oregon,Malheur,5,2185,2185
Oregon,Marion,39,2200,2200
Oregon,Morrow,5,2209,2209
Oregon,Multnomah,87,2218,2218
Oregon,Polk,9,2223,2223
Oregon,Sherman,,2232,2232
Oregon,Tillamook,7,2242,2242
Oregon,Umatilla,12,2251,2251
Oregon,Union,7,2257,2257
Oregon,Wallowa,3,2263,2263
Oregon,Wasco,5,2267,2267
Oregon,Washington,66,2272,2272
Oregon,Wheeler,2,2277,2277
Oregon,Yamhill,15,2284,2284
Pennsylvania,Adams,9,2292,2292
Pennsylvania,Allegheny,98,2302,2302
Pennsylvania,Armstrong,9,2309,2309
Pennsylvania,Beaver,15,2321,2321
Pennsylvania,Bedford,6,2324,2324
Pennsylvania,Berks,112,2326,2326
Pennsylvania,Blair,17,2328,2328
Pennsylvania,Bradford,7,2333,2333
Pennsylvania,Bucks,52,2336,2336
Pennsylvania,Butler,18,2338,2338
Pennsylvania,Cambria,16,2341,2341
Pennsylvania,Cameron,1,2343,2343
Pennsylvania,Carbon,7,2349,2349
Pennsylvania,Centre,13,2354,2354
Pennsylvania,Chester,32,2360,2360
Pennsylvania,Clarion,5,2366,2366
Pennsylvania,Clearfield,13,2372,2372
Pennsylvania,Clinton,4,2379,2379
Pennsylvania,Columbia,8,2385,2385
Pennsylvania,Crawford,12,2389,2389
Pennsylvania,Cumberland,26,2397,2397
Pennsylvania,Dauphin,36,2403,2403
Pennsylvania,Delaware,74,2414,2414
Pennsylvania,Elk,4,2420,2420
Pennsylvania,Erie,36,2425,2425
Pennsylvania,Fayette,17,2431,2431
Pennsylvania,Forest,1,2436,2436
Pennsylvania,Franklin,16,2439,2439
Pennsylvania,Fulton,1,2446,2446
Pennsylvania,Greene,6,2447,2447
Pennsylvania,Huntingdon,5,2454,2454
Pennsylvania,Indiana,8,2459,2459
Pennsylvania,Jefferson,6,2462,2462
Pennsylvania,Juniata,2,2466,2466
Pennsylvania,Lackawanna,26,2471,2471
Pennsylvania,Lancaster,59,2482,2482
Pennsylvania,Lawrence,5,2488,2488
Pennsylvania,Lebanon,21,2492,2492
Pennsylvania,Lehigh,101,2496,2496
Pennsylvania,Luzerne,45,2501,2501
Pennsylvania,Lycoming,13,2505,2505
Pennsylvania,McKean,10,2509,2509
Pennsylvania,Mercer,14,2513,2513
Pennsylvania,Mifflin,4,2517,2517
Pennsylvania,Monroe,17,2521,2521
Pennsylvania,Montgomery,65,2528,2528
Pennsylvania,Montour,2,2533,2533
Pennsylvania,Northampton,36,2537,2537
Pennsylvania,Northumberland,12,2544,2544
Pennsylvania,Perry,6,2554,2554
Pennsylvania,Philadelphia,760,2563,2563
Pennsylvania,Pike,5,2571,2571
Pennsylvania,Potter,6,2575,2575
Pennsylvania,Schuylkill,19,2581,2581
Pennsylvania,Snyder,7,2583,2583
Pennsylvania,Somerset,8,2589,2589
Pennsylvania,Sullivan,1,2293,2293
Pennsylvania,Susquehanna,5,2298,2298
Pennsylvania,Tioga,7,2305,2305
Pennsylvania,Union,4,2313,2313
Pennsylvania,Venango,7,2316,2316
Pennsylvania,Warren,7,2322,2322
Pennsylvania,Washington,14,2346,2346
Pennsylvania,Wayne,6,2363,2363
Pennsylvania,Westmoreland,38,2394,2394
Pennsylvania,Wyoming,5,2407,2407
Pennsylvania,York,47,2419,2419
Rhode Island,Bristol,4,2433,2433
Rhode Island,Kent,14,2444,2444
Rhode Island,Newport,7,2460,2460
Rhode Island,Providence,170,2475,2475
Rhode Island,Washington,12,2484,2484
South Carolina,Abbeville,3,2489,2489
South Carolina,Aiken,19,2503,2503
South Carolina,Allendale,1,2527,2527
South Carolina,Anderson,24,2559,2559
South Carolina,Bamberg,3,2592,2592
South Carolina,Barnwell,5,2605,2605
South Carolina,Beaufort,22,2626,2626
South Carolina,Berkeley,20,2631,2631
South Carolina,Calhoun,1,2635,2635
South Carolina,Charleston,60,2691,2691
South Carolina,Cherokee,6,2700,2700
South Carolina,Chester,7,2704,2704
South Carolina,Chesterfield,7,2708,2708
South Carolina,Clarendon,5,2715,2715
South Carolina,Colleton,6,2718,2718
South Carolina,Darlington,11,2721,2721
South Carolina,Dillon,5,2725,2725
South Carolina,Dorchester,18,2730,2730
South Carolina,Edgefield,2,2735,2735
South Carolina,Fairfield,2,2738,2738
South Carolina,Florence,25,2742,2742
South Carolina,Georgetown,16,2752,2752
South Carolina,Greenville,62,2759,2759
South Carolina,Greenwood,11,2764,2764
South Carolina,Hampton,4,2767,2767
South Carolina,Horry,62,2774,2774
South Carolina,Jasper,5,2783,2783
South Carolina,Kershaw,7,2787,2787
South Carolina,Lancaster,12,2790,2790
South Carolina,Laurens,7,2794,2794
South Carolina,Lee,2,2800,2800
South Carolina,Lexington,45,2803,2803
South Carolina,McCormick,1,2807,2807
South Carolina,Marion,7,2811,2811
South Carolina,Marlboro,4,2813,2813
South Carolina,Newberry,5,2818,2818
South Carolina,Oconee,8,2822,2822
South Carolina,Orangeburg,17,2829,2829
South Carolina,Pickens,15,2834,2834
South Carolina,Richland,48,2843,2843
South Carolina,Saluda,1,2846,2846
South Carolina,Spartanburg,32,2851,2851
South Carolina,Sumter,13,2855,2855
South Carolina,Union,3,2860,2860
South Carolina,Williamsburg,4,2864,2864
South Carolina,York,33,2867,2867
South Dakota,Aurora,3,2870,2870
South Dakota,Beadle,3,2874,2874
South Dakota,Bennett,1,2876,2876
South Dakota,Bon Homme,4,2879,2879
South Dakota,Brookings,3,2882,2882
South Dakota,Brown,5,2885,2885
South Dakota,Brule,2,2888,2888
South Dakota,Buffalo,1,2891,2891
South Dakota,Butte,3,2895,2895
South Dakota,Campbell,,2897,2897
South Dakota,Charles Mix,4,2900,2900
South Dakota,Clark,2,2901,2901
South Dakota,Clay,2,2903,2903
South Dakota,Codington,3,2906,2906
South Dakota,Corson,2,2907,2907
South Dakota,Custer,3,2908,2908
South Dakota,Davison,3,2910,2910
South Dakota,Day,1,2911,2911
South Dakota,Deuel,2,2912,2912
South Dakota,Dewey,2,2914,2914
South Dakota,Douglas,3,2916,2916
South Dakota,Edmunds,1,2917,2917
South Dakota,Fall River,3,2919,2919
South Dakota,Faulk,1,2921,2921
South Dakota,Grant,2,2922,2922
South Dakota,Gregory,6,2923,2923
South Dakota,Haakon,1,2924,2924
South Dakota,Hamlin,6,2926,2926
South Dakota,Hand,1,2928,2928
South Dakota,Hanson,1,2929,2929
South Dakota,Harding,,2931,2931
South Dakota,Hughes,2,2933,2933
South Dakota,Hutchinson,8,2934,2934
South Dakota,Hyde,1,2937,2937
South Dakota,Jackson,2,2939,2939
South Dakota,Jerauld,1,2941,2941
South Dakota,Jones,1,2944,2944
South Dakota,Kingsbury,3,2945,2945
South Dakota,Lake,1,2401,2401
South Dakota,Lawrence,4,2406,2406
South Dakota,Lincoln,5,2410,2410
South Dakota,Lyman,4,2417,2417
South Dakota,McCook,3,2422,2422
South Dakota,McPherson,2,2426,2426
South Dakota,Marshall,3,2430,2430
South Dakota,Meade,4,2442,2442
South Dakota,Mellette,1,2450,2450
South Dakota,Miner,1,2456,2456
South Dakota,Minnehaha,28,2467,2467
South Dakota,Moody,1,2485,2485
South Dakota,Pennington,17,2497,2497
South Dakota,Perkins,3,2502,2502
South Dakota,Potter,2,2506,2506
South Dakota,Roberts,3,2511,2511
South Dakota,Sanborn,,2514,2514
South Dakota,Shannon,5,2519,2519
South Dakota,Spink,1,2523,2523
South Dakota,Stanley,1,2530,2530
South Dakota,Sully,1,2535,2535
South Dakota,Todd,6,2540,2540
South Dakota,Tripp,2,2546,2546
South Dakota,Turner,4,2550,2550
South Dakota,Union,4,2557,2557
South Dakota,Walworth,3,2561,2561
South Dakota,Yankton,2,2569,2569
South Dakota,Ziebach,1,2578,2578
Tennessee,Anderson,12,2584,2584
Tennessee,Bedford,6,2593,2593
Tennessee,Benton,4,2598,2598
Tennessee,Bledsoe,1,2602,2602
Tennessee,Blount,11,2622,2622
Tennessee,Bradley,11,2627,2627
Tennessee,Campbell,7,2633,2633
Tennessee,Cannon,2,2638,2638
Tennessee,Carroll,6,2648,2648
Tennessee,Carter,6,2654,2654
Tennessee,Cheatham,5,2660,2660
Tennessee,Chester,3,2664,2664
Tennessee,Claiborne,6,2670,2670
Tennessee,Clay,2,2679,2679
Tennessee,Cocke,5,2686,2686
Tennessee,Coffee,11,2689,2689
Tennessee,Crockett,3,2693,2693
Tennessee,Cumberland,6,2696,2696
Tennessee,Davidson,95,2698,2698
Tennessee,Decatur,4,2705,2705
Tennessee,DeKalb,4,2710,2710
Tennessee,Dickson,8,2717,2717
Tennessee,Dyer,4,2723,2723
Tennessee,Fayette,5,2726,2726
Tennessee,Fentress,5,2731,2731
Tennessee,Franklin,5,2734,2734
Tennessee,Gibson,13,2739,2739
Tennessee,Giles,5,2743,2743
Tennessee,Grainger,6,2748,2748
Tennessee,Greene,11,2750,2750
Tennessee,Grundy,3,2754,2754
Tennessee,Hamblen,11,2757,2757
Tennessee,Hamilton,58,2761,2761
Tennessee,Hancock,1,2766,2766
Tennessee,Hardeman,5,2770,2770
Tennessee,Hardin,6,2773,2773
Tennessee,Hawkins,8,2779,2779
Tennessee,Haywood,3,2781,2781
Tennessee,Henderson,4,2786,2786
Tennessee,Henry,5,2789,2789
Tennessee,Hickman,3,2792,2792
Tennessee,Houston,2,2796,2796
Tennessee,Humphreys,5,2798,2798
Tennessee,Jackson,2,2801,2801
Tennessee,Jefferson,5,2804,2804
Tennessee,Johnson,3,2808,2808
Tennessee,Knox,47,2814,2814
Tennessee,Lake,2,2817,2817
Tennessee,Lauderdale,4,2821,2821
Tennessee,Lawrence,7,2823,2823
Tennessee,Lewis,3,2825,2825
Tennessee,Lincoln,4,2828,2828
Tennessee,Loudon,6,2830,2830
Tennessee,McMinn,5,2833,2833
Tennessee,McNairy,3,2836,2836
Tennessee,Macon,4,2839,2839
Tennessee,Madison,12,2841,2841
Tennessee,Marion,7,2844,2844
Tennessee,Marshall,6,2848,2848
Tennessee,Maury,13,2850,2850
Tennessee,Meigs,3,2854,2854
Tennessee,Monroe,9,2857,2857
Tennessee,Montgomery,17,2859,2859
Tennessee,Moore,1,2863,2863
Tennessee,Morgan,5,2866,2866
Tennessee,Obion,5,2872,2872
Tennessee,Overton,3,2875,2875
Tennessee,Perry,3,2878,2878
Tennessee,Pickett,1,2881,2881
Tennessee,Polk,4,2883,2883
Tennessee,Putnam,11,2890,2890
Tennessee,Rhea,6,2893,2893
Tennessee,Roane,7,2001,2001
Tennessee,Robertson,9,2011,2011
Tennessee,Rutherford,32,2015,2015
Tennessee,Scott,6,2020,2020
Tennessee,Sequatchie,1,2025,2025
