State,County,WICS16,FID,FID
Tennessee,Sevier,12,2030,2030
Tennessee,Shelby,85,2033,2033
Tennessee,Smith,3,2037,2037
Tennessee,Stewart,2,2041,2041
Tennessee,Sullivan,17,2046,2046
Tennessee,Sumner,19,2050,2050
Tennessee,Tipton,6,2055,2055
Tennessee,Trousdale,2,2062,2062
Tennessee,Unicoi,3,2069,2069
Tennessee,Union,2,2073,2073
Tennessee,Van Buren,2,2077,2077
Tennessee,Warren,5,2081,2081
Tennessee,Washington,15,2085,2085
Tennessee,Wayne,6,2089,2089
Tennessee,Weakley,5,2096,2096
Tennessee,White,4,2100,2100
Tennessee,Williamson,19,2105,2105
Tennessee,Wilson,13,2111,2111
Texas,Anderson,4,2113,2113
Texas,Andrews,1,2117,2117
Texas,Angelina,9,2124,2124
Texas,Aransas,2,2162,2162
Texas,Archer,2,2168,2168
Texas,Armstrong,1,2172,2172
Texas,Atascosa,5,2173,2173
Texas,Austin,3,2177,2177
Texas,Bailey,2,2179,2179
Texas,Bandera,1,2183,2183
Texas,Bastrop,6,2190,2190
Texas,Baylor,1,2192,2192
Texas,Bee,3,2196,2196
Texas,Bell,21,2198,2198
Texas,Bexar,110,2203,2203
Texas,Blanco,2,2207,2207
Texas,Borden,,2212,2212
Texas,Bosque,4,2216,2216
Texas,Bowie,16,2224,2224
Texas,Brazoria,28,2240,2240
Texas,Brazos,12,2253,2253
Texas,Brewster,2,2262,2262
Texas,Briscoe,,2269,2269
Texas,Brooks,1,2279,2279
Texas,Brown,5,2296,2296
Texas,Burleson,2,2304,2304
Texas,Burnet,3,2312,2312
Texas,Caldwell,3,2320,2320
Texas,Calhoun,2,2327,2327
Texas,Callahan,3,2331,2331
Texas,Cameron,42,2359,2359
Texas,Camp,1,2373,2373
Texas,Carson,2,2377,2377
Texas,Cass,4,2382,2382
Texas,Castro,2,2386,2386
Texas,Chambers,5,2395,2395
Texas,Cherokee,5,2400,2400
Texas,Childress,2,2405,2405
Texas,Clay,1,2409,2409
Texas,Cochran,,2413,2413
Texas,Coke,,2418,2418
Texas,Coleman,1,2423,2423
Texas,Collin,64,2429,2429
Texas,Collingsworth,1,2434,2434
Texas,Colorado,4,2441,2441
Texas,Comal,11,2449,2449
Texas,Comanche,2,2455,2455
Texas,Concho,1,2458,2458
Texas,Cooke,3,2463,2463
Texas,Coryell,5,2469,2469
Texas,Cottle,1,2473,2473
Texas,Crane,1,2478,2478
Texas,Crockett,1,2483,2483
Texas,Crosby,3,2487,2487
Texas,Culberson,1,2491,2491
Texas,Dallam,,2498,2498
Texas,Dallas,217,2507,2507
Texas,Dawson,2,2512,2512
Texas,Deaf Smith,3,2515,2515
Texas,Delta,,2524,2524
Texas,Denton,47,2532,2532
Texas,DeWitt,2,2538,2538
Texas,Dickens,1,2542,2542
Texas,Dimmit,1,2548,2548
Texas,Donley,1,2551,2551
Texas,Duval,1,2556,2556
Texas,Eastland,4,2562,2562
Texas,Ector,14,2568,2568
Texas,Edwards,1,2574,2574
Texas,Ellis,15,2579,2579
Texas,El Paso,77,2588,2588
Texas,Erath,3,2597,2597
Texas,Falls,2,2601,2601
Texas,Fannin,3,2621,2621
Texas,Fayette,3,2624,2624
Texas,Fisher,1,2628,2628
Texas,Floyd,2,2630,2630
Texas,Foard,1,2002,2002
Texas,Fort Bend,34,2009,2009
Texas,Franklin,1,2016,2016
Texas,Freestone,2,2022,2022
Texas,Frio,2,2028,2028
Texas,Gaines,3,2032,2032
Texas,Galveston,28,2059,2059
Texas,Garza,1,2060,2060
Texas,Gillespie,2,2066,2066
Texas,Glasscock,,2072,2072
Texas,Goliad,1,2079,2079
Texas,Gonzales,3,2086,2086
Texas,Gray,3,2088,2088
Texas,Grayson,13,2094,2094
Texas,Gregg,15,2101,2101
Texas,Grimes,2,2108,2108
Texas,Guadalupe,10,2116,2116
Texas,Hale,5,2120,2120
Texas,Hall,1,2125,2125
Texas,Hamilton,2,2128,2128
Texas,Hansford,1,2132,2132
Texas,Hardeman,1,2137,2137
Texas,Hardin,7,2142,2142
Texas,Harris,333,2149,2149
Texas,Harrison,7,2157,2157
Texas,Hartley,1,2160,2160
Texas,Haskell,5,2163,2163
Texas,Hays,11,2166,2166
Texas,Hemphill,1,2171,2171
Texas,Henderson,10,2178,2178
Texas,Hidalgo,89,2188,2188
Texas,Hill,5,2201,2201
Texas,Hockley,3,2208,2208
Texas,Hood,5,2213,2213
Texas,Hopkins,3,2221,2221
Texas,Houston,3,2228,2228
Texas,Howard,2,2231,2231
Texas,Hudspeth,,2241,2241
Texas,Hunt,9,2246,2246
Texas,Hutchinson,5,2249,2249
Texas,Irion,,2255,2255
Texas,Jack,1,2256,2256
Texas,Jackson,2,2264,2264
Texas,Jasper,4,2271,2271
Texas,Jeff Davis,1,2275,2275
Texas,Jefferson,20,2285,2285
Texas,Jim Hogg,1,2288,2288
Texas,Jim Wells,6,2294,2294
Texas,Johnson,17,2299,2299
Texas,Jones,3,2301,2301
Texas,Karnes,2,2307,2307
Texas,Kaufman,10,2314,2314
Texas,Kendall,3,2319,2319
Texas,Kenedy,,2330,2330
Texas,Kent,,2335,2335
Texas,Kerr,3,2337,2337
Texas,Kimble,1,2339,2339
Texas,King,,2342,2342
Texas,Kinney,1,2347,2347
Texas,Kleberg,2,2358,2358
Texas,Knox,2,2364,2364
Texas,Lamar,4,2371,2371
Texas,Lamb,5,2376,2376
Texas,Lampasas,2,2381,2381
Texas,La Salle,1,2388,2388
Texas,Lavaca,2,2392,2392
Texas,Lee,2,2398,2398
Texas,Leon,4,2402,2402
Texas,Liberty,7,2404,2404
Texas,Limestone,3,2408,2408
Texas,Lipscomb,2,2412,2412
Texas,Live Oak,2,2416,2416
Texas,Llano,2,2421,2421
Texas,Loving,,2424,2424
Texas,Lubbock,20,2428,2428
Texas,Lynn,1,2438,2438
Texas,McCulloch,2,2452,2452
Texas,McLennan,15,2477,2477
Texas,McMullen,,2494,2494
Texas,Madison,1,2526,2526
Texas,Marion,1,2547,2547
Texas,Martin,1,2564,2564
Texas,Mason,1,2570,2570
Texas,Matagorda,3,2637,2637
Texas,Maverick,9,2649,2649
Texas,Medina,5,2652,2652
Texas,Menard,1,2655,2655
Texas,Midland,9,2657,2657
Texas,Milam,4,2659,2659
Texas,Mills,1,2663,2663
Texas,Mitchell,1,2666,2666
Texas,Montague,3,2669,2669
Texas,Montgomery,39,2682,2682
Texas,Moore,4,2683,2683
Texas,Morris,5,2688,2688
Texas,Motley,1,2692,2692
Texas,Nacogdoches,7,2701,2701
Texas,Navarro,5,2706,2706
Texas,Newton,2,2711,2711
Texas,Nolan,2,2714,2714
Texas,Nueces,20,2194,2194
Texas,Ochiltree,2,2204,2204
Texas,Oldham,,2210,2210
Texas,Orange,8,2214,2214
Texas,Palo Pinto,3,2220,2220
Texas,Panola,4,2227,2227
Texas,Parker,7,2229,2229
Texas,Parmer,3,2235,2235
Texas,Pecos,3,2239,2239
Texas,Polk,5,2243,2243
Texas,Potter,9,2247,2247
Texas,Presidio,2,2261,2261
Texas,Rains,1,2268,2268
Texas,Randall,10,2274,2274
Texas,Reagan,1,2280,2280
Texas,Real,1,2283,2283
Texas,Red River,1,2295,2295
Texas,Reeves,1,2308,2308
Texas,Refugio,1,2334,2334
Texas,Roberts,,2348,2348
Texas,Robertson,3,2353,2353
Texas,Rockwall,7,2355,2355
Texas,Runnels,3,2361,2361
Texas,Rusk,5,2367,2367
Texas,Sabine,2,2370,2370
Texas,San Augustine,1,2380,2380
Texas,San Jacinto,2,2387,2387
Texas,San Patricio,8,2415,2415
Texas,San Saba,1,2435,2435
Texas,Schleicher,1,2437,2437
Texas,Scurry,2,2443,2443
Texas,Shackelford,1,2445,2445
Texas,Shelby,5,2448,2448
Texas,Sherman,1,2453,2453
Texas,Smith,22,2465,2465
Texas,Somervell,2,2470,2470
Texas,Starr,10,2474,2474
Texas,Stephens,2,2480,2480
Texas,Sterling,,2481,2481
Texas,Stonewall,1,2486,2486
Texas,Sutton,1,2490,2490
Texas,Swisher,1,2495,2495
Texas,Tarrant,148,2500,2500
Texas,Taylor,13,2508,2508
Texas,Terrell,,2518,2518
Texas,Terry,1,2522,2522
Texas,Throckmorton,,2525,2525
Texas,Titus,4,2531,2531
Texas,Tom Green,11,2536,2536
Texas,Travis,64,2543,2543
Texas,Trinity,3,2553,2553
Texas,Tyler,2,2560,2560
Texas,Upshur,6,2566,2566
Texas,Upton,1,2572,2572
Texas,Uvalde,2,2576,2576
Texas,Val Verde,4,2582,2582
Texas,Van Zandt,7,2586,2586
Texas,Victoria,5,2595,2595
Texas,Walker,5,2603,2603
Texas,Waller,3,2606,2606
Texas,Ward,1,2610,2610
Texas,Washington,3,2613,2613
Texas,Webb,41,2616,2616
Texas,Wharton,5,2618,2618
Texas,Wheeler,2,2623,2623
Texas,Wichita,12,2632,2632
Texas,Wilbarger,3,2634,2634
Texas,Willacy,2,2639,2639
Texas,Williamson,23,2640,2640
Texas,Wilson,4,2641,2641
Texas,Winkler,1,2642,2642
Texas,Wise,7,2643,2643
Texas,Wood,5,2644,2644
Texas,Yoakum,2,2645,2645
Texas,Young,3,2646,2646
Texas,Zapata,1,2650,2650
Texas,Zavala,1,2651,2651
Utah,Beaver,4,2653,2653
Utah,Box Elder,5,2658,2658
Utah,Cache,12,2661,2661
Utah,Carbon,5,2665,2665
Utah,Daggett,,2668,2668
Utah,Davis,26,2671,2671
Utah,Duchesne,5,2672,2672
Utah,Emery,5,2673,2673
Utah,Garfield,5,2674,2674
Utah,Grand,3,2675,2675
Utah,Iron,4,2676,2676
Utah,Juab,2,2677,2677
Utah,Kane,2,2678,2678
Utah,Millard,4,2680,2680
Utah,Morgan,1,2681,2681
Utah,Piute,3,2685,2685
Utah,Rich,2,2687,2687
Utah,Salt Lake,92,2690,2690
Utah,San Juan,5,2694,2694
Utah,Sanpete,7,2697,2697
Utah,Sevier,4,2702,2702
Utah,Summit,6,2703,2703
Utah,Tooele,6,2707,2707
Utah,Uintah,4,2539,2539
Utah,Utah,40,2555,2555
Utah,Wasatch,5,2567,2567
Utah,Washington,15,2577,2577
Utah,Wayne,2,2580,2580
Utah,Weber,22,2587,2587
Vermont,Addison,5,2590,2590
Vermont,Bennington,8,2591,2591
Vermont,Caledonia,6,2596,2596
Vermont,Chittenden,23,2599,2599
Vermont,Essex,1,2604,2604
Vermont,Franklin,9,2607,2607
Vermont,Grand Isle,2,2609,2609
Vermont,Lamoille,7,2611,2611
Vermont,Orange,3,2612,2612
Vermont,Orleans,9,2614,2614
Vermont,Rutland,10,2615,2615
Vermont,Washington,13,2617,2617
Vermont,Windham,10,2620,2620
Vermont,Windsor,8,2625,2625
Virginia,Accomack,5,2719,2719
Virginia,Albemarle,8,2728,2728
Virginia,Alleghany,2,2733,2733
Virginia,Amelia,1,2741,2741
Virginia,Amherst,4,2746,2746
Virginia,Appomattox,2,2749,2749
Virginia,Arlington,11,2753,2753
Virginia,Augusta,4,2758,2758
Virginia,Bath,,2763,2763
Virginia,Bland,1,2772,2772
Virginia,Botetourt,3,2776,2776
Virginia,Brunswick,1,2777,2777
Virginia,Buchanan,4,2784,2784
Virginia,Buckingham,2,2785,2785
Virginia,Campbell,7,2788,2788
Virginia,Caroline,2,2793,2793
Virginia,Carroll,2,2797,2797
Virginia,Charles City,,2806,2806
Virginia,Charlotte,1,2810,2810
Virginia,Chesterfield,36,2816,2816
Virginia,Clarke,2,2819,2819
Virginia,Craig,2,2820,2820
Virginia,Culpeper,5,2824,2824
Virginia,Cumberland,,2827,2827
Virginia,Dickenson,2,2832,2832
Virginia,Dinwiddie,3,2838,2838
Virginia,Essex,3,2842,2842
Virginia,Fauquier,6,2853,2853
Virginia,Floyd,2,2856,2856
Virginia,Fluvanna,2,2858,2858
Virginia,Frederick,10,2868,2868
Virginia,Giles,6,2873,2873
Virginia,Gloucester,4,2887,2887
Virginia,Goochland,2,2892,2892
Virginia,Grayson,1,2896,2896
Virginia,Greene,2,2899,2899
Virginia,Greensville,,2902,2902
Virginia,Halifax,3,2904,2904
Virginia,Hanover,13,2909,2909
Virginia,Henrico,34,2915,2915
Virginia,Henry,6,2918,2918
Virginia,Highland,,2920,2920
Virginia,Isle of Wight,4,2925,2925
Virginia,James City,7,2930,2930
Virginia,King and Queen,,2936,2936
Virginia,King George,4,2938,2938
Virginia,King William,2,2943,2943
Virginia,Lancaster,3,2948,2948
Virginia,Lee,7,2950,2950
Virginia,Loudoun,25,2952,2952
Virginia,Louisa,4,2953,2953
Virginia,Lunenburg,1,2954,2954
Virginia,Madison,1,2955,2955
Virginia,Mathews,1,2962,2962
Virginia,Mecklenburg,5,2964,2964
Virginia,Middlesex,2,2965,2965
Virginia,Montgomery,9,2966,2966
Virginia,Nelson,1,2968,2968
Virginia,New Kent,3,2971,2971
Virginia,Northampton,2,2982,2982
Virginia,Northumberland,1,2983,2983
Virginia,Nottoway,2,2984,2984
Virginia,Orange,4,2985,2985
Virginia,Page,4,2986,2986
Virginia,Patrick,3,2987,2987
Virginia,Pittsylvania,3,2988,2988
Virginia,Powhatan,3,2989,2989
Virginia,Prince Edward,2,2990,2990
Virginia,Prince George,2,2991,2991
Virginia,Prince William,35,2992,2992
Virginia,Pulaski,7,2993,2993
Virginia,Rappahannock,,2994,2994
Virginia,Rockbridge,2,2997,2997
Virginia,Rockingham,6,2998,2998
Virginia,Russell,2,2999,2999
Virginia,Scott,5,2585,2585
Virginia,Shenandoah,5,2594,2594
Virginia,Smyth,6,2600,2600
Virginia,Southampton,1,2608,2608
Virginia,Spotsylvania,11,2619,2619
Virginia,Stafford,12,2629,2629
Virginia,Surry,,2636,2636
Virginia,Sussex,1,2647,2647
Virginia,Tazewell,9,2656,2656
Virginia,Warren,3,2662,2662
Virginia,Washington,7,2667,2667
Virginia,Westmoreland,3,2684,2684
Virginia,Wise,9,2695,2695
Virginia,Wythe,6,2699,2699
Virginia,York,9,2709,2709
Virginia,Alexandria,10,2712,2712
Virginia,Bristol,5,2716,2716
Virginia,Buena Vista,1,2720,2720
Virginia,Charlottesville,5,2722,2722
Virginia,Chesapeake,25,2724,2724
Virginia,Colonial Heights,3,2727,2727
Virginia,Covington,2,2729,2729
Virginia,Danville,8,2732,2732
Virginia,Emporia,3,2736,2736
Virginia,Falls Church,1,2740,2740
Virginia,Fredericksburg,3,2745,2745
Virginia,Galax,4,2747,2747
Virginia,Hampton,17,2751,2751
Virginia,Harrisonburg,10,2755,2755
Virginia,Hopewell,2,2756,2756
Virginia,Lexington,1,2760,2760
Virginia,Lynchburg,10,2762,2762
Virginia,Manassas,4,2765,2765
Virginia,Manassas Park,,2768,2768
Virginia,Martinsville,3,2771,2771
Virginia,Newport News,17,2775,2775
Virginia,Norfolk,23,2778,2778
Virginia,Norton,2,2780,2780
Virginia,Petersburg,7,2782,2782
Virginia,Poquoson,2,2791,2791
Virginia,Portsmouth,10,2795,2795
Virginia,Radford,2,2799,2799
Virginia,Salem,5,2809,2809
Virginia,Staunton,6,2812,2812
Virginia,Suffolk,11,2815,2815
Virginia,Virginia Beach,48,2826,2826
Virginia,Waynesboro,7,2831,2831
Virginia,Williamsburg,1,2835,2835
Virginia,Winchester,5,2837,2837
Washington,Adams,6,2840,2840
Washington,Asotin,4,2845,2845
Washington,Benton,18,2847,2847
Washington,Chelan,13,2852,2852
Washington,Clallam,11,2861,2861
Washington,Clark,38,2865,2865
Washington,Columbia,1,2869,2869
Washington,Cowlitz,11,2871,2871
Washington,Douglas,7,2877,2877
Washington,Ferry,3,2880,2880
Washington,Franklin,10,2884,2884
Washington,Garfield,1,2886,2886
Washington,Grant,18,2889,2889
Washington,Grays Harbor,14,2894,2894
Washington,Island,9,2898,2898
Washington,Jefferson,4,2905,2905
Washington,King,178,2913,2913
Washington,Kitsap,26,2927,2927
Washington,Kittitas,4,2932,2932
Washington,Klickitat,4,2935,2935
Washington,Lewis,12,2940,2940
Washington,Lincoln,4,2942,2942
Washington,Mason,6,2946,2946
Washington,Okanogan,13,2947,2947
Washington,Pacific,7,2949,2949
Washington,Pend Oreille,3,2951,2951
Washington,Pierce,68,2956,2956
Washington,San Juan,4,2957,2957
Washington,Skagit,12,2958,2958
Washington,Skamania,2,2959,2959
Washington,Snohomish,75,2960,2960
Washington,Spokane,53,2961,2961
Washington,Stevens,10,2963,2963
Washington,Thurston,23,2967,2967
Washington,Wahkiakum,2,2969,2969
Washington,Walla Walla,9,2970,2970
Washington,Whatcom,24,2972,2972
Washington,Whitman,10,2973,2973
Washington,Yakima,40,2974,2974
West Virginia,Barbour,2,2975,2975
West Virginia,Berkeley,11,2976,2976
West Virginia,Boone,7,2977,2977
West Virginia,Braxton,5,2978,2978
West Virginia,Brooke,4,2979,2979
West Virginia,Cabell,14,2980,2980
West Virginia,Calhoun,2,2981,2981
West Virginia,Clay,5,3000,3000
West Virginia,Doddridge,1,3002,3002
West Virginia,Fayette,8,3006,3006
West Virginia,Gilmer,1,3008,3008
West Virginia,Grant,1,3011,3011
West Virginia,Greenbrier,6,3013,3013
West Virginia,Hampshire,4,3016,3016
West Virginia,Hancock,4,3017,3017
West Virginia,Hardy,3,3019,3019
West Virginia,Harrison,10,3021,3021
West Virginia,Jackson,4,3023,3023
West Virginia,Jefferson,7,3026,3026
West Virginia,Kanawha,27,3027,3027
West Virginia,Lewis,2,3029,3029
West Virginia,Lincoln,8,3031,3031
West Virginia,Logan,8,3034,3034
West Virginia,McDowell,7,3037,3037
West Virginia,Marion,7,3039,3039
West Virginia,Marshall,2,3041,3041
West Virginia,Mason,3,3042,3042
West Virginia,Mercer,11,3044,3044
West Virginia,Mineral,4,3046,3046
West Virginia,Mingo,5,3048,3048
West Virginia,Monongalia,11,3050,3050
West Virginia,Monroe,1,3052,3052
West Virginia,Morgan,1,3054,3054
West Virginia,Nicholas,4,3057,3057
West Virginia,Ohio,9,3059,3059
West Virginia,Pendleton,1,3061,3061
West Virginia,Pleasants,2,3064,3064
West Virginia,Pocahontas,4,3066,3066
West Virginia,Preston,4,3068,3068
West Virginia,Putnam,5,3070,3070
West Virginia,Raleigh,10,3073,3073
West Virginia,Randolph,5,3075,3075
West Virginia,Ritchie,1,3077,3077
West Virginia,Roane,3,3079,3079
West Virginia,Summers,1,3080,3080
West Virginia,Taylor,3,3082,3082
West Virginia,Tucker,2,3084,3084
West Virginia,Tyler,2,3085,3085
West Virginia,Upshur,5,3087,3087
West Virginia,Wayne,9,3089,3089
West Virginia,Webster,3,3091,3091
West Virginia,Wetzel,4,3093,3093
West Virginia,Wirt,2,3095,3095
West Virginia,Wood,10,3097,3097
West Virginia,Wyoming,5,3099,3099
Wisconsin,Adams,2,3101,3101
Wisconsin,Ashland,7,3104,3104
Wisconsin,Barron,11,3106,3106
Wisconsin,Bayfield,5,3108,3108
Wisconsin,Brown,36,3111,3111
Wisconsin,Buffalo,1,3113,3113
Wisconsin,Burnett,4,3115,3115
Wisconsin,Calumet,9,3116,3116
Wisconsin,Chippewa,10,3117,3117
Wisconsin,Clark,7,3119,3119
Wisconsin,Columbia,11,3120,3120
Wisconsin,Crawford,5,3122,3122
Wisconsin,Dane,74,3124,3124
Wisconsin,Dodge,10,3126,3126
Wisconsin,Door,8,3131,3131
Wisconsin,Douglas,5,3134,3134
Wisconsin,Dunn,6,3135,3135
Wisconsin,Eau Claire,15,3137,3137
Wisconsin,Florence,1,3138,3138
Wisconsin,Fond du Lac,14,3140,3140
Wisconsin,Forest,4,3141,3141
Wisconsin,Grant,12,3143,3143
Wisconsin,Green,7,3145,3145
Wisconsin,Green Lake,4,3147,3147
Wisconsin,Iowa,4,3148,3148
Wisconsin,Iron,4,3151,3151
Wisconsin,Jackson,2,3153,3153
Wisconsin,Jefferson,13,3154,3154
Wisconsin,Juneau,5,3156,3156
Wisconsin,Kenosha,45,3158,3158
Wisconsin,Kewaunee,4,3160,3160
Wisconsin,La Crosse,17,3161,3161
Wisconsin,Lafayette,2,3163,3163
Wisconsin,Langlade,6,3165,3165
Wisconsin,Lincoln,6,3166,3166
Wisconsin,Manitowoc,11,3169,3169
Wisconsin,Marathon,23,3170,3170
Wisconsin,Marinette,11,3172,3172
Wisconsin,Marquette,2,3174,3174
Wisconsin,Menominee,3,3175,3175
Wisconsin,Milwaukee,407,3177,3177
Wisconsin,Monroe,7,3179,3179
Wisconsin,Oconto,5,3181,3181
Wisconsin,Oneida,8,3183,3183
Wisconsin,Outagamie,28,3185,3185
Wisconsin,Ozaukee,15,3186,3186
Wisconsin,Pepin,2,3188,3188
Wisconsin,Pierce,5,3189,3189
Wisconsin,Polk,8,3191,3191
Wisconsin,Portage,8,3192,3192
Wisconsin,Price,3,3194,3194
Wisconsin,Racine,61,3195,3195
Wisconsin,Richland,3,3196,3196
Wisconsin,Rock,30,3198,3198
Wisconsin,Rusk,4,3199,3199
Wisconsin,St. Croix,9,3200,3200
Wisconsin,Sauk,14,3202,3202
Wisconsin,Sawyer,6,3203,3203
Wisconsin,Shawano,9,3205,3205
Wisconsin,Sheboygan,23,3207,3207
Wisconsin,Taylor,4,3208,3208
Wisconsin,Trempealeau,7,3210,3210
Wisconsin,Vernon,6,3213,3213
Wisconsin,Vilas,7,3001,3001
Wisconsin,Walworth,14,3003,3003
Wisconsin,Washburn,5,3004,3004
Wisconsin,Washington,17,3005,3005
Wisconsin,Waukesha,74,3007,3007
Wisconsin,Waupaca,11,3009,3009
Wisconsin,Waushara,6,3010,3010
Wisconsin,Winnebago,24,3012,3012
Wisconsin,Wood,10,3014,3014
Wyoming,Albany,3,3015,3015
Wyoming,Big Horn,3,3018,3018
Wyoming,Campbell,5,3020,3020
Wyoming,Carbon,4,3022,3022
Wyoming,Converse,3,3024,3024
Wyoming,Crook,4,3025,3025
Wyoming,Fremont,9,3028,3028
Wyoming,Goshen,3,3030,3030
Wyoming,Hot Springs,2,3032,3032
Wyoming,Johnson,2,3033,3033
Wyoming,Laramie,9,3035,3035
Wyoming,Lincoln,4,3036,3036
Wyoming,Natrona,7,3038,3038
Wyoming,Niobrara,1,3040,3040
Wyoming,Park,4,3043,3043
Wyoming,Platte,4,3045,3045
Wyoming,Sheridan,3,3047,3047
Wyoming,Sublette,2,3049,3049
Wyoming,Sweetwater,4,3051,3051
Wyoming,Teton,3,3053,3053
Wyoming,Uinta,3,3055,3055
Wyoming,Washakie,2,3056,3056
Wyoming,Weston,3,3058,3058
